"country","year","gdp_growth","gdp_nominal","gdp_per_capita_nominal","gdp_ppp","gdp_per_capita_ppp","gdp_ppp_share"
"LUX",1995,1.4,20.571,50705.305,21.54,53092.898,0.056
"LUX",1996,1.5,20.464,49719.082,22.267,54097.478,0.055
"LUX",1997,5.9,18.428,44202.752,23.995,57556.454,0.056
"LUX",1998,6.5,19.263,45636.752,25.84,61218.568,0.058
"LUX",1999,8.4,21.089,49341.44,28.413,66477.976,0.061
"LUX",2000,8.4,21.24,48984.386,31.509,72668.619,0.063
"LUX",2001,3.1,21.388,48719.11,33.209,75646.978,0.063
"LUX",2002,3.2,23.633,53227.765,34.813,78407.334,0.064
"LUX",2003,2.6,29.66,66160.728,36.43,81262.775,0.063
"LUX",2004,4.2,35.049,77030.646,38.992,85697.374,0.063
"LUX",2005,2.5,37.693,81728.362,41.213,89361.128,0.061
"LUX",2006,6,42.912,91478.339,45.04,96014.428,0.062
"LUX",2007,8.1,51.593,108344.137,50.007,105012.972,0.064
"LUX",2008,-0.3,58.838,121616.145,50.816,105036.098,0.062
"LUX",2009,-3.2,54.408,110249.419,49.474,100250.921,0.06
"LUX",2010,3.8,56.26,112049.15,51.958,103481.424,0.059
"LUX",2011,1,61.685,120526.246,53.584,104696.851,0.058
"LUX",2012,1.6,59.814,113953.737,55.482,105700.081,0.057
"LUX",2013,3.2,65.204,121422.921,58.216,108409.747,0.057
"LUX",2014,2.6,68.823,125200.137,60.784,110575.806,0.056
"LUX",2015,2.3,60.078,106710.273,62.739,111437.514,0.056
"LUX",2016,5,62.2,107948.199,66.488,115391.026,0.057
"LUX",2017,1.3,65.689,111211.579,68.57,116089.425,0.055
"LUX",2018,1.2,71.033,117993.371,70.825,117649.071,0.054
"LUX",2019,2.9,69.898,113860.351,75.27,122611.519,0.054
"LUX",2020,-0.9,73.64,117616.151,76.983,122954.959,0.055
"LUX",2021,7.2,85.641,134924.978,88.295,139106.428,0.057
"LUX",2022,1.4,81.706,126597.939,95.895,148583.602,0.056
"LUX",2023,-1.1,85.78,129810.315,98.258,148693.702,0.053
"LUX",2024,1.3,91.21,135321.424,101.876,151145.794,0.052
"LUX",2025,2.7,96.993,141079.52,106.505,154914.923,0.052
"LUX",2026,2.5,101.969,145409.65,111.184,158549.179,0.052
"LUX",2027,2.3,106.211,148487.909,115.876,162001.03,0.051
"LUX",2028,2.3,110.695,151722.573,120.731,165479.031,0.051
"LUX",2029,2.3,115.499,155203.765,125.773,169008.744,0.051
"MLT",1980,7,1.267,4020.047,1.92,6089.329,0.014
"MLT",1981,2.7,1.238,3893.505,2.158,6785.883,0.015
"MLT",1982,0.1,1.17,3656.785,2.294,7169.399,0.015
"MLT",1983,2.6,1.142,3440.898,2.446,7369.22,0.015
"MLT",1984,0.8,1.081,3284.434,2.554,7758.699,0.014
"MLT",1985,2.4,1.095,3296.834,2.698,8126.818,0.014
"MLT",1986,3.8,1.421,4169.336,2.857,8380.562,0.014
"MLT",1987,5.7,1.774,5165.569,3.095,9013.598,0.014
"MLT",1988,6.8,2.013,5824.646,3.422,9899.634,0.015
"MLT",1989,7.1,2.108,6041.158,3.809,10912.248,0.015
"MLT",1990,4.7,2.532,7183.709,4.135,11732.754,0.015
"MLT",1991,5.9,2.754,7609.148,4.527,12509.764,0.016
"MLT",1992,8.1,3.065,8379.121,5.005,13682.121,0.015
"MLT",1993,3.9,2.731,7392.412,5.325,14413.379,0.016
"MLT",1994,4.6,3.024,8104.131,5.689,15245.986,0.016
"MLT",1995,6.9,3.565,9469.279,6.207,16490.047,0.016
"MLT",1996,4,3.635,9605.089,6.574,17372.468,0.016
"MLT",1997,4.8,3.68,9647.634,7.011,18382.633,0.016
"MLT",1998,3.4,3.898,10147.493,7.331,19082.84,0.017
"MLT",1999,3.8,4.068,10529.187,7.716,19968.166,0.017
"MLT",2000,-1,4.298,11054.517,7.812,20095.249,0.016
"MLT",2001,-0.8,4.339,11086.391,7.928,20253.68,0.015
"MLT",2002,2.7,4.684,11868.857,8.272,20959.758,0.015
"MLT",2003,3.7,5.465,13754.627,8.747,22015.135,0.015
"MLT",2004,0.4,6.128,15325.262,9.018,22553.139,0.014
"MLT",2005,2.9,6.383,15852.477,9.569,23763.592,0.014
"MLT",2006,2.3,6.783,16748.278,10.094,24924.409,0.014
"MLT",2007,5,7.972,19655.101,10.89,26848.357,0.014
"MLT",2008,4.4,9.171,22487.727,11.589,28417.222,0.014
"MLT",2009,-1.4,8.76,21318.804,11.498,27980.968,0.014
"MLT",2010,6.2,9.104,21989.786,12.359,29851.183,0.014
"MLT",2011,1,9.788,23585.252,12.739,30697.678,0.014
"MLT",2012,4.1,9.616,23028.989,13.509,32352.71,0.014
"MLT",2013,6.3,10.797,25554.391,14.603,34562.709,0.014
"MLT",2014,7.6,11.891,27690.937,15.991,37238.822,0.015
"MLT",2015,9.6,11.342,25795.214,17.693,40238.545,0.016
"MLT",2016,4.1,12.022,26691.849,18.589,41271.02,0.016
"MLT",2017,13,14.156,30754.81,21.377,46440.757,0.017
"MLT",2018,7.2,16.161,33973.293,23.314,49009.127,0.018
"MLT",2019,4.1,16.34,33105.744,25.897,52470.855,0.019
"MLT",2020,-3.5,16.373,31818.84,25.731,50004.825,0.018
"MLT",2021,13.5,19.732,38232.197,30.18,58476.852,0.019
"MLT",2022,4.1,19.225,36902.114,33.673,64634.131,0.02
"MLT",2023,7.5,22.335,41204.739,37.5,69181.837,0.02
"MLT",2024,5,24.397,44140.016,40.316,72941.905,0.021
"MLT",2025,4,26.262,46644.353,42.69,75821.658,0.021
"MLT",2026,3.5,27.892,48643.927,45.022,78516.894,0.021
"MLT",2027,3.5,29.409,50375.013,47.454,81284.311,0.021
"MLT",2028,3.5,31.081,52306.171,50.034,84202.106,0.021
"MLT",2029,3.5,32.862,54377.256,52.755,87296.188,0.021
"MNE",2000,NA,0.966,NA,5.467,NA,0.011
"MNE",2001,1.1,1.15,NA,5.651,NA,0.011
"MNE",2002,1.9,1.269,NA,5.848,NA,0.011
"MNE",2003,2.5,1.681,NA,6.113,NA,0.011
"MNE",2004,4.4,2.073,NA,6.553,NA,0.011
"MNE",2005,4.2,2.261,NA,7.043,NA,0.01
"MNE",2006,8.6,2.724,NA,7.884,NA,0.011
"MNE",2007,6.8,3.686,NA,8.648,NA,0.011
"MNE",2008,7.2,4.564,NA,9.45,NA,0.011
"MNE",2009,-5.8,4.171,NA,8.957,NA,0.011
"MNE",2010,2.7,4.146,NA,9.31,NA,0.011
"MNE",2011,3.2,4.544,NA,9.806,NA,0.011
"MNE",2012,-2.7,4.09,NA,9.717,NA,0.01
"MNE",2013,3.5,4.466,NA,10.233,NA,0.01
"MNE",2014,1.8,4.595,NA,10.597,NA,0.01
"MNE",2015,3.4,4.055,NA,11.058,NA,0.01
"MNE",2016,2.9,4.376,NA,11.492,NA,0.01
"MNE",2017,4.7,4.855,NA,12.25,NA,0.01
"MNE",2018,5.1,5.509,NA,13.386,NA,0.01
"MNE",2019,4.1,5.543,NA,15.016,NA,0.011
"MNE",2020,-15.3,4.777,NA,13.05,NA,0.009
"MNE",2021,13,5.865,NA,15.178,NA,0.01
"MNE",2022,6.4,6.243,NA,17.301,NA,0.01
"MNE",2023,6,7.406,11696.262,18.999,30007.337,0.01
"MNE",2024,3.7,8.11,12802.124,20.181,31858.01,0.01
"MNE",2025,3.7,8.849,13961.47,21.308,33620.151,0.01
"MNE",2026,3,9.431,14872.602,22.355,35253.748,0.01
"MNE",2027,3,9.895,15597.376,23.448,36960.075,0.01
"MNE",2028,3,10.398,16380.923,24.595,38747.224,0.01
"MNE",2029,3,10.939,17224.496,25.797,40621.251,0.01
"MKD",1992,NA,2.443,1263.865,12.503,6469.793,0.038
"MKD",1993,-7.5,2.687,1383.546,11.84,6096.776,0.034
"MKD",1994,-1.8,3.561,1824.421,11.875,6083.779,0.033
"MKD",1995,-1.1,4.687,2387.162,11.99,6106.71,0.031
"MKD",1996,1.2,4.643,2348.113,12.357,6249.746,0.031
"MKD",1997,1.4,3.928,1980.432,12.739,6423.08,0.03
"MKD",1998,3.4,3.764,1888.758,13.318,6682.579,0.03
"MKD",1999,4.3,3.867,1931.992,14.094,7040.645,0.03
"MKD",2000,4.5,3.774,1878.24,15.067,7497.943,0.03
"MKD",2001,-3.1,3.709,1839.619,14.934,7407.29,0.029
"MKD",2002,1.5,3.991,1974.059,15.393,7613.64,0.028
"MKD",2003,2.2,4.946,2440.818,16.045,7918.01,0.028
"MKD",2004,4.7,5.684,2810.189,17.247,8526.557,0.028
"MKD",2005,4.7,6.257,3120.191,18.628,9289.24,0.028
"MKD",2006,5.1,6.86,3439.899,20.189,10123.363,0.028
"MKD",2007,6.5,8.337,4204.252,22.078,11134.114,0.028
"MKD",2008,5.5,9.912,5027.419,23.735,12039.041,0.029
"MKD",2009,-0.4,9.4,4798.697,23.796,12148.168,0.029
"MKD",2010,3.4,9.415,4837.167,24.894,12790.324,0.028
"MKD",2011,2.3,10.499,5419.285,26.002,13421.049,0.028
"MKD",2012,-0.5,9.751,5052.951,26.365,13662.028,0.027
"MKD",2013,2.9,10.824,5629.487,27.598,14353.831,0.027
"MKD",2014,3.6,11.378,5933.37,29.098,15174.541,0.027
"MKD",2015,3.9,10.067,5264.132,30.5,15948.551,0.027
"MKD",2016,2.8,10.686,5605.436,31.667,16611.795,0.027
"MKD",2017,1.1,11.336,5970.578,32.583,17161.136,0.026
"MKD",2018,2.9,12.694,6719.639,34.873,18460.456,0.027
"MKD",2019,3.9,12.609,6720.332,37.943,20222.53,0.027
"MKD",2020,-4.7,12.385,6672.521,37.052,19962.179,0.027
"MKD",2021,4.5,14.008,7625.26,41.101,22372.553,0.026
"MKD",2022,2.2,13.735,7498.577,45.009,24572.272,0.026
"MKD",2023,1,14.769,8063.108,47.108,25718.08,0.026
"MKD",2024,2.2,15.861,8658.893,49.295,26911.822,0.025
"MKD",2025,3.6,17.09,9439.426,51.997,28720.333,0.025
"MKD",2026,3.8,18.204,10184.218,54.975,30755.528,0.026
"MKD",2027,3.7,19.42,11016.803,58.056,32933.991,0.026
"MKD",2028,3.6,20.595,11859.92,61.249,35270.484,0.026
"MKD",2029,3.5,21.787,12750.314,64.555,37778.894,0.026
"NOR",1980,4.5,64.439,15746.262,54.802,13391.354,0.414
"NOR",1981,1.6,63.597,15484.681,60.946,14839.23,0.412
"NOR",1982,0.2,62.647,15196.29,64.864,15734.099,0.411
"NOR",1983,4,61.627,14906.174,70.082,16951.144,0.417
"NOR",1984,6.1,62.058,14968.787,77.006,18574.3,0.423
"NOR",1985,5.6,65.417,15728.224,83.853,20160.889,0.431
"NOR",1986,4,78.693,18853.038,88.999,21322.16,0.434
"NOR",1987,1.8,94.231,22445.038,92.804,22105.093,0.425
"NOR",1988,-0.3,101.901,24143.118,95.831,22705.131,0.406
"NOR",1989,1,102.634,24245.515,100.623,23770.467,0.396
"NOR",1990,1.9,119.791,28187.293,106.406,25037.701,0.389
"NOR",1991,3.1,121.872,28514.498,113.398,26531.893,0.392
"NOR",1992,3.6,130.838,30432.89,120.128,27941.757,0.365
"NOR",1993,2.8,120.579,27880.632,126.474,29243.807,0.368
"NOR",1994,5.1,127.132,29236.375,135.705,31207.965,0.376
"NOR",1995,4.2,152.031,34790.001,144.308,33022.655,0.378
"NOR",1996,5,163.52,37225.29,154.338,35135.045,0.382
"NOR",1997,5.3,161.357,36561.409,165.296,37454.118,0.387
"NOR",1998,2.7,154.23,34732.137,171.615,38647.155,0.387
"NOR",1999,2.1,162.384,36300.553,177.65,39713.091,0.382
"NOR",2000,3.3,171.456,38094.597,187.704,41704.442,0.375
"NOR",2001,2.1,174.24,38553.843,195.897,43345.869,0.374
"NOR",2002,1.4,195.915,43083.871,201.682,44352.095,0.369
"NOR",2003,0.9,229.385,50161.513,207.607,45399.227,0.36
"NOR",2004,4,265.267,57676.821,221.748,48214.547,0.356
"NOR",2005,2.7,309.979,66924.047,234.843,50702.3,0.349
"NOR",2006,2.5,346.914,74255.799,248.044,53093.088,0.34
"NOR",2007,2.9,402.646,85276.992,262.188,55529.257,0.333
"NOR",2008,0.5,464.915,97119.989,268.527,56094.776,0.326
"NOR",2009,-1.9,387.974,80115.693,264.94,54709.513,0.321
"NOR",2010,0.8,431.052,87823.805,270.271,55065.791,0.308
"NOR",2011,1.1,501.361,100815.931,278.897,56081.964,0.3
"NOR",2012,2.7,512.777,101779.186,291.812,57920.542,0.299
"NOR",2013,1,526.014,103214.973,299.794,58825.823,0.292
"NOR",2014,2,501.737,97302.705,311.263,60363.758,0.289
"NOR",2015,1.9,388.16,74568.136,319.986,61471.597,0.284
"NOR",2016,1.2,370.957,70629.25,326.789,62219.919,0.279
"NOR",2017,2.5,401.745,75940.175,340.837,64426.949,0.276
"NOR",2018,0.8,439.788,82605.919,373.182,70095.235,0.284
"NOR",2019,1.1,408.743,76303.683,379.378,70821.812,0.272
"NOR",2020,-1.3,367.633,68275.277,361.02,67047.031,0.26
"NOR",2021,3.9,503.368,92955.206,482.471,89096.34,0.31
"NOR",2022,3,593.727,108438.547,532.404,97238.457,0.309
"NOR",2023,0.5,485.311,87702.851,554.209,100153.712,0.301
"NOR",2024,1.5,503.752,90433.666,576.236,103446.04,0.296
"NOR",2025,1.8,506.466,90320.006,597.421,106540.416,0.292
"NOR",2026,1.7,509.343,90232.818,618.813,109625.989,0.288
"NOR",2027,1.6,522.441,91941.432,640.252,112674.256,0.284
"NOR",2028,1.4,536.045,93711.961,661.002,115557.223,0.279
"NOR",2029,1.4,550.747,95645.805,682.242,118482.144,0.274
"POL",1980,-6,56.731,1595.047,171.9,4833.183,1.298
"POL",1981,-10,53.752,1497.841,169.348,4718.972,1.145
"POL",1982,-4.8,65.315,1803.464,171.098,4724.318,1.084
"POL",1983,5.6,75.555,2056.958,187.755,5111.578,1.116
"POL",1984,-0.4,75.656,2042.04,193.819,5231.409,1.065
"POL",1985,3.9,70.915,1899.817,207.67,5563.514,1.067
"POL",1986,3.5,73.822,1965.541,219.254,5837.743,1.07
"POL",1987,2.3,63.84,1691.129,229.858,6088.981,1.053
"POL",1988,3.3,68.747,1819.392,245.783,6504.611,1.042
"POL",1989,3.8,67.027,1772.091,265.157,7010.355,1.044
"POL",1990,-7.2,62.206,1629.047,255.355,6687.181,0.934
"POL",1991,-7,80.61,2105.486,245.498,6412.269,0.849
"POL",1992,2,88.888,2315.647,256.197,6674.297,0.778
"POL",1993,4.3,90.544,2351.742,273.514,7104.102,0.796
"POL",1994,5.2,103.887,2692.704,293.99,7620.087,0.815
"POL",1995,6.7,139.363,3612.264,320.347,8303.314,0.839
"POL",1996,6.2,156.993,4066.179,346.565,8976.174,0.859
"POL",1997,7.1,157.493,4075.977,377.523,9770.44,0.884
"POL",1998,5,172.389,4459.097,400.785,10366.922,0.904
"POL",1999,4.5,168.13,4348.147,424.845,10987.288,0.913
"POL",2000,4.3,171.613,4485.064,452.976,11838.398,0.906
"POL",2001,1.2,190.805,4987.859,468.758,12253.847,0.895
"POL",2002,1.4,199.07,5205.517,482.914,12627.785,0.884
"POL",2003,3.5,217.829,5699.557,509.676,13335.831,0.883
"POL",2004,5,255.292,6684.675,549.46,14387.294,0.882
"POL",2005,3.5,306.304,8023.921,586.562,15365.548,0.873
"POL",2006,6.1,344.627,9031.797,641.723,16817.926,0.881
"POL",2007,7.1,429.021,11252.863,705.652,18508.66,0.896
"POL",2008,4.2,533.6,13999.496,749.453,19662.618,0.909
"POL",2009,2.8,439.794,11532.283,775.433,20333.421,0.941
"POL",2010,2.9,475.697,12510.805,807.891,21247.489,0.921
"POL",2011,5,524.374,13776.572,866.135,22755.459,0.933
"POL",2012,1.5,495.23,13010.54,895.895,23536.663,0.918
"POL",2013,0.9,515.762,13550.385,918.948,24143.1,0.897
"POL",2014,3.8,539.212,14183.116,970.827,25536.087,0.9
"POL",2015,4.4,476.788,12545.188,1022.786,26911.448,0.909
"POL",2016,3,469.65,12369.893,1063,27997.848,0.908
"POL",2017,5.1,524.78,13819.834,1137.654,29959.579,0.92
"POL",2018,5.9,588.804,15504.366,1216.241,32025.988,0.924
"POL",2019,4.4,595.968,15694.594,1347.315,35481.053,0.966
"POL",2020,-2,599.458,15792.61,1376.571,36265.505,0.989
"POL",2021,6.9,681.429,18380.545,1527.35,41198.045,0.983
"POL",2022,5.6,689.888,18701.354,1728.484,46855.399,1.003
"POL",2023,0.2,811.736,22085.808,1793.561,48799.413,0.973
"POL",2024,3,862.908,23563.217,1890.698,51628.831,0.972
"POL",2025,3.5,915.451,25040.597,1992.361,54497.596,0.974
"POL",2026,3.4,968.258,26537.043,2098.034,57500.833,0.976
"POL",2027,3.1,1022.517,28080.278,2202.051,60472.567,0.975
"POL",2028,3,1071.808,29492.905,2309.199,63542.139,0.974
"POL",2029,2.9,1122.461,30948.618,2418.789,66691.102,0.973
"PRT",1980,6.7,32.607,3338.771,63.327,6484.218,0.478
"PRT",1981,3.5,32.477,3296.661,71.76,7284.287,0.485
"PRT",1982,2.2,30.678,3095.102,77.843,7853.566,0.493
"PRT",1983,1,28.267,2838.661,81.677,8202.26,0.486
"PRT",1984,-1,25.951,2596.081,83.743,8377.481,0.46
"PRT",1985,1.6,27.231,2716.65,87.805,8759.824,0.451
"PRT",1986,3.3,37.869,3774.59,92.547,9224.466,0.452
"PRT",1987,7.6,47.387,4724.461,102.078,10177.275,0.468
"PRT",1988,5.3,55.435,5532.631,111.322,11110.359,0.472
"PRT",1989,6.6,59.806,5977.589,123.378,12331.675,0.486
"PRT",1990,7.9,79.439,7957.259,138.056,13828.753,0.505
"PRT",1991,3.4,89.904,9026.319,147.535,14812.373,0.51
"PRT",1992,3.1,108.119,10863.509,155.62,15636.302,0.472
"PRT",1993,-0.7,95.139,9547.662,158.214,15877.439,0.461
"PRT",1994,1.5,99.692,9977.635,163.999,16413.756,0.454
"PRT",1995,2.3,118.182,11787.339,171.3,17085.259,0.449
"PRT",1996,3.5,122.655,12187.521,180.549,17940.17,0.447
"PRT",1997,4.4,117.211,11594.778,191.745,18967.775,0.449
"PRT",1998,4.8,124.124,12216.689,203.223,20001.85,0.458
"PRT",1999,3.9,127.597,12487.675,214.15,20958.448,0.46
"PRT",2000,3.8,118.658,11531.467,227.358,22095.277,0.455
"PRT",2001,1.9,121.605,11734.855,236.996,22870.052,0.453
"PRT",2002,0.8,134.7,12927.547,242.534,23276.689,0.444
"PRT",2003,-0.9,165.185,15793.822,245.021,23427.233,0.424
"PRT",2004,1.8,189.296,18055.962,256.11,24428.993,0.411
"PRT",2005,0.8,197.363,18790.508,266.207,25344.967,0.396
"PRT",2006,1.6,208.767,19840.493,278.875,26503.283,0.383
"PRT",2007,2.5,240.524,22813.754,293.61,27848.955,0.373
"PRT",2008,0.3,263.388,24946.304,300.222,28435.008,0.364
"PRT",2009,-3.1,244.402,23126.066,292.643,27690.737,0.355
"PRT",2010,1.7,238.308,22539.038,301.346,28501.23,0.344
"PRT",2011,-1.7,245.075,23213.214,302.347,28637.958,0.326
"PRT",2012,-4.1,216.361,20576.747,295.481,28101.34,0.303
"PRT",2013,-0.9,226.437,21653.505,297.737,28471.722,0.29
"PRT",2014,0.8,229.961,22109.403,305.323,29354.98,0.283
"PRT",2015,1.8,199.414,19252.053,313.679,30283.477,0.279
"PRT",2016,2,206.369,19986.459,323.054,31287.183,0.276
"PRT",2017,3.5,221.28,21482.834,340.37,33044.677,0.275
"PRT",2018,2.8,242.423,23573.253,359.199,34928.566,0.273
"PRT",2019,2.7,240.013,23333.408,389.286,37845.218,0.279
"PRT",2020,-8.3,228.849,22224.61,369.406,35874.813,0.266
"PRT",2021,5.7,255.705,24838.758,401.863,39036.346,0.259
"PRT",2022,6.8,255.398,24798.548,459.907,44655.973,0.267
"PRT",2023,2.3,287.187,27834.773,487.258,47226.151,0.264
"PRT",2024,1.9,303.032,29341.17,508.508,49236.504,0.261
"PRT",2025,2.3,319.934,30946.811,529.901,51256.666,0.259
"PRT",2026,2,333.636,32354.113,550.53,53387.144,0.256
"PRT",2027,1.9,346.029,33641.039,571.466,55558.026,0.253
"PRT",2028,1.9,359.301,35019.938,592.996,57797.529,0.25
"PRT",2029,1.9,373.366,36463.758,615.345,60095.989,0.247
"MDA",1991,-17.5,NA,NA,NA,NA,NA
"MDA",1992,-29.7,0.864,290.058,15.215,5110.43,0.046
"MDA",1993,-1.2,1.11,373.927,15.388,5182.202,0.045
"MDA",1994,-30.9,1.158,389.592,10.86,3653.24,0.03
"MDA",1995,-1.4,1.441,485.354,10.93,3680.633,0.029
"MDA",1996,-5.9,1.694,572.302,10.473,3538.136,0.026
"MDA",1997,1.6,1.928,653.525,10.824,3668.893,0.025
"MDA",1998,-6.5,1.697,575.974,10.235,3474.375,0.023
"MDA",1999,-3.4,1.172,398.41,10.026,3409.212,0.022
"MDA",2000,2.1,1.315,448.062,10.469,3568.425,0.021
"MDA",2001,6.1,1.481,505.784,11.358,3879.137,0.022
"MDA",2002,7.8,1.662,569.109,12.434,4257.845,0.023
"MDA",2003,6.6,1.981,680.272,13.516,4642.425,0.023
"MDA",2004,7.4,2.598,894.061,14.907,5129.984,0.024
"MDA",2005,7.5,2.988,1031.422,16.527,5704.301,0.025
"MDA",2006,4.8,3.408,1179.323,17.854,6177.653,0.025
"MDA",2007,3,4.401,1526.379,18.888,6550.752,0.024
"MDA",2008,7.8,6.055,2102.942,20.754,7208.221,0.025
"MDA",2009,-6,5.438,1890.647,19.629,6824.819,0.024
"MDA",2010,7.1,6.977,2428.106,21.278,7405.002,0.024
"MDA",2011,5.8,8.417,2930.062,22.981,7999.507,0.025
"MDA",2012,-0.6,8.708,3031.129,23.271,8100.498,0.024
"MDA",2013,9,9.496,3307.351,25.807,8988.141,0.025
"MDA",2014,5,9.51,3314.553,27.569,9608.573,0.026
"MDA",2015,-0.3,7.726,2715.782,27.731,9748.365,0.025
"MDA",2016,4.4,8.072,2857.879,29.229,10348.673,0.025
"MDA",2017,4.2,9.515,3422.643,31.002,11151.883,0.025
"MDA",2018,4.1,11.252,4121.047,32.13,11767.521,0.024
"MDA",2019,3.6,11.737,4376.654,35.736,13325.644,0.026
"MDA",2020,-8.3,11.53,4377.542,35.647,13533.398,0.026
"MDA",2021,13.9,13.694,5293.206,40.708,15735.123,0.026
"MDA",2022,-5,14.55,5726.139,41.437,16307.5,0.024
"MDA",2023,0.7,16.576,6641.582,43.227,17320.302,0.023
"MDA",2024,2.6,18.062,7368.494,45.407,18524.015,0.023
"MDA",2025,3.7,19.649,8161.296,47.934,19909.457,0.023
"MDA",2026,4.4,21.531,9104.858,50.986,21561.076,0.024
"MDA",2027,5,23.726,10215.014,54.528,23476.99,0.024
"MDA",2028,5,26.15,11463.126,58.325,25567.024,0.025
"MDA",2029,5,28.911,12903.047,62.379,27840.204,0.025
"ROU",1980,3.3,46.053,2052.081,118.839,5295.323,0.897
"ROU",1981,0.1,55.319,2450.352,130.213,5767.738,0.88
"ROU",1982,3.9,55.375,2441.211,143.651,6332.919,0.91
"ROU",1983,6,48.401,2125.157,158.233,6947.639,0.941
"ROU",1984,6,39.111,1710.302,173.781,7599.397,0.954
"ROU",1985,-0.1,48.286,2101.997,179.097,7796.506,0.92
"ROU",1986,2.4,52.29,2264.368,187.088,8101.592,0.913
"ROU",1987,0.8,58.477,2517.949,193.258,8321.376,0.886
"ROU",1988,-0.5,60.538,2593.057,199.073,8527.013,0.844
"ROU",1989,-5.8,54.236,2314.744,194.88,8317.349,0.768
"ROU",1990,-5.6,38.516,1641.855,190.826,8134.615,0.698
"ROU",1991,-12.9,29.07,1241.063,171.778,7333.702,0.594
"ROU",1992,-8.8,19.779,847.68,160.291,6869.64,0.487
"ROU",1993,1.5,26.624,1147.325,166.597,7179.208,0.485
"ROU",1994,3.9,30.376,1317.048,176.845,7667.597,0.49
"ROU",1995,7.1,35.838,1563.117,193.441,8437.218,0.507
"ROU",1996,3.9,35.692,1565.472,204.76,8980.843,0.507
"ROU",1997,-6.1,35.644,1571.689,195.683,8628.537,0.458
"ROU",1998,-4.8,42.543,1885.349,188.349,8346.979,0.425
"ROU",1999,-1.2,35.953,1600.881,188.818,8407.587,0.406
"ROU",2000,2.9,37.447,1667.613,198.735,8850.156,0.397
"ROU",2001,5.2,40.396,1800.966,213.813,9532.268,0.408
"ROU",2002,5.7,46.035,2108.445,229.519,10512.251,0.42
"ROU",2003,2.3,57.79,2672.061,239.53,11075.232,0.415
"ROU",2004,10.4,75.059,3487.699,271.62,12621.099,0.436
"ROU",2005,4.7,98.547,4608.801,293.215,13712.953,0.436
"ROU",2006,8,122.114,5744.634,326.525,15360.828,0.448
"ROU",2007,7.2,174.831,8273.885,359.632,17019.563,0.457
"ROU",2008,9.3,215.568,10446.484,400.677,19416.936,0.486
"ROU",2009,-5.5,174.564,8540.187,380.905,18635.021,0.462
"ROU",2010,-3.9,170.294,8391.048,370.494,18255.719,0.423
"ROU",2011,4.5,192.835,9546.749,395.219,19566.218,0.426
"ROU",2012,1.9,179.243,8919.363,410.327,20418.366,0.42
"ROU",2013,0.3,189.83,9481.981,418.438,20900.912,0.408
"ROU",2014,4.1,199.981,10025.457,443.269,22221.97,0.411
"ROU",2015,3.2,177.877,8951.736,461.522,23226.311,0.41
"ROU",2016,2.9,185.334,9378.957,479.221,24251.35,0.409
"ROU",2017,8.2,210.529,10717.263,527.786,26867.612,0.427
"ROU",2018,6,243.498,12465.699,575.807,29477.976,0.438
"ROU",2019,3.9,250.993,12928.148,649.93,33476.585,0.466
"ROU",2020,-3.7,251.699,13021.962,660.693,34181.727,0.475
"ROU",2021,5.7,286.015,14895.318,726.083,37813.541,0.467
"ROU",2022,4.1,299.47,15726.433,809.795,42525.741,0.47
"ROU",2023,2.1,351.074,18424.685,856.96,44974.057,0.465
"ROU",2024,1.9,380.561,20088.859,894.222,47203.733,0.46
"ROU",2025,3.3,406.202,21570.103,940.523,49943.598,0.46
"ROU",2026,3.7,431.677,23066.306,993.422,53082.67,0.462
"ROU",2027,3.7,453.108,24369.443,1049.107,56423.915,0.465
"ROU",2028,3.4,474.421,25690.8,1104.872,59830.903,0.466
"ROU",2029,3.5,497.1,27102.129,1164.514,63489.927,0.468
"RUS",1990,NA,NA,NA,NA,12757.442,NA
"RUS",1991,-5,NA,NA,NA,12493.621,NA
"RUS",1992,-14.5,71.603,482.052,1621.277,10914.894,4.922
"RUS",1993,-8.7,196.227,1321.756,1515.308,10206.91,4.412
"RUS",1994,-12.7,293.768,1979.465,1351.113,9104.043,3.744
"RUS",1995,-4.1,335.777,2263.016,1322.881,8915.733,3.464
"RUS",1996,-3.6,412.685,2785.404,1298.858,8766.589,3.219
"RUS",1997,1.4,433.704,2932.113,1339.434,9055.431,3.136
"RUS",1998,-5.3,287.672,1948.059,1282.445,8684.472,2.893
"RUS",1999,6.3,209.657,1424.156,1383.147,9395.419,2.973
"RUS",2000,10.1,278.264,1898.155,1556.696,10618.878,3.113
"RUS",2001,5.1,328.475,2250.201,1672.634,11458.28,3.194
"RUS",2002,4.7,370.062,2546.779,1779.247,12244.827,3.257
"RUS",2003,7.4,461.518,3190.609,1947.833,13465.93,3.374
"RUS",2004,7.1,633.294,4395.83,2143.132,14875.94,3.439
"RUS",2005,6.4,817.717,5697.621,2351.723,16386.143,3.498
"RUS",2006,8.2,1060.901,7416.297,2622.193,18330.602,3.598
"RUS",2007,8.6,1393.416,9757.472,2923.515,20472.076,3.713
"RUS",2008,5.2,1779.109,12463.807,3136.188,21971.026,3.803
"RUS",2009,-7.8,1307.927,9160.112,2908.738,20371.457,3.529
"RUS",2010,4.5,1633.111,11432.428,3076.938,21539.793,3.51
"RUS",2011,4,2046.621,14310.233,3265.874,22835.402,3.517
